"filename", "language", "JSON", "JavaScript", "Markdown", "HTML", "SCSS", "JavaScript React", "CSS", "XML", "comment", "blank", "total"
"d:\horizon\server\views\partials\about_end.ejs", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\horizon\server\views\partials\about_head.ejs", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 21, 16, 86
"d:\horizon\server\views\partials\footer.ejs", "HTML", 0, 0, 0, 119, 0, 0, 0, 0, 5, 2, 126
"d:\horizon\server\views\partials\home_end.ejs", "HTML", 0, 0, 0, 25, 0, 0, 0, 0, 16, 10, 51
"d:\horizon\server\views\partials\home_head.ejs", "HTML", 0, 0, 0, 39, 0, 0, 0, 0, 22, 13, 74
"d:\horizon\server\views\partials\nav.ejs", "HTML", 0, 0, 0, 86, 0, 0, 0, 0, 15, 2, 103
"d:\horizon\server\views\partials\new_end.ejs", "HTML", 0, 0, 0, 21, 0, 0, 0, 0, 16, 10, 47
"d:\horizon\server\views\partials\new_head.ejs", "HTML", 0, 0, 0, 47, 0, 0, 0, 0, 22, 15, 84
"d:\horizon\server\views\partials\news_head.ejs", "HTML", 0, 0, 0, 123, 0, 0, 0, 0, 23, 28, 174
"d:\horizon\server\views\partials\product_end.ejs", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\horizon\server\views\partials\product_head.ejs", "HTML", 0, 0, 0, 48, 0, 0, 0, 0, 21, 15, 84
"d:\horizon\server\views\partials\temp.ejs", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 6, 0, 69
"d:\horizon\server\views\product.ejs", "HTML", 0, 0, 0, 103, 0, 0, 0, 0, 21, 12, 136
"Total", "-", 26392, 4625, 13, 7205, 138, 3263, 8958, 8, 2894, 2868, 56364
