"filename", "language", "JSON", "JavaScript", "Markdown", "HTML", "SCSS", "JavaScript React", "CSS", "XML", "comment", "blank", "total"
"d:\horizon\server\views\partials\home_head.ejs", "HTML", 0, 0, 0, 39, 0, 0, 0, 0, 22, 13, 74
"d:\horizon\server\views\partials\nav.ejs", "HTML", 0, 0, 0, 86, 0, 0, 0, 0, 15, 2, 103
"d:\horizon\server\views\partials\new_end.ejs", "HTML", 0, 0, 0, 18, 0, 0, 0, 0, 15, 9, 42
"d:\horizon\server\views\partials\new_head.ejs", "HTML", 0, 0, 0, 47, 0, 0, 0, 0, 22, 15, 84
"d:\horizon\server\views\partials\news_head.ejs", "HTML", 0, 0, 0, 121, 0, 0, 0, 0, 20, 28, 169
"d:\horizon\server\views\partials\product_end.ejs", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\horizon\server\views\partials\product_head.ejs", "HTML", 0, 0, 0, 48, 0, 0, 0, 0, 21, 15, 84
"d:\horizon\server\views\partials\temp.ejs", "HTML", 0, 0, 0, 63, 0, 0, 0, 0, 6, 0, 69
"d:\horizon\server\views\product.ejs", "HTML", 0, 0, 0, 103, 0, 0, 0, 0, 21, 12, 136
"Total", "-", 26383, 4616, 13, 7111, 33, 3198, 8966, 8, 2242, 2787, 55357
