"filename", "language", "JSON", "JavaScript", "HTML", "Markdown", "CSS", "SCSS", "JavaScript React", "XML", "comment", "blank", "total"
"d:\horizon\server\views\about.ejs", "HTML", 0, 0, 59, 0, 0, 0, 0, 0, 4, 7, 70
"d:\horizon\server\views\blog.ejs", "HTML", 0, 0, 100, 0, 0, 0, 0, 0, 22, 9, 131
"d:\horizon\server\views\blogs.ejs", "HTML", 0, 0, 42, 0, 0, 0, 0, 0, 3, 4, 49
"d:\horizon\server\views\brand.ejs", "HTML", 0, 0, 204, 0, 0, 0, 0, 0, 38, 14, 256
"d:\horizon\server\views\coming-soon\index.ejs", "HTML", 0, 0, 43, 0, 0, 0, 0, 0, 7, 15, 65
"d:\horizon\server\views\demo.ejs", "HTML", 0, 0, 1334, 0, 0, 0, 0, 0, 142, 25, 1501
"d:\horizon\server\views\free_form.ejs", "HTML", 0, 0, 71, 0, 0, 0, 0, 0, 18, 8, 97
"d:\horizon\server\views\index.ejs", "HTML", 0, 0, 983, 0, 0, 0, 0, 0, 127, 36, 1146
"d:\horizon\server\views\json_html_parser\local_index.ejs", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 25, 7, 48
"d:\horizon\server\views\json_html_parser\section_form.ejs", "HTML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"d:\horizon\server\views\partials\about_end.ejs", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\horizon\server\views\partials\about_head.ejs", "HTML", 0, 0, 49, 0, 0, 0, 0, 0, 21, 16, 86
"d:\horizon\server\views\partials\footer.ejs", "HTML", 0, 0, 119, 0, 0, 0, 0, 0, 5, 2, 126
"d:\horizon\server\views\partials\home_end.ejs", "HTML", 0, 0, 24, 0, 0, 0, 0, 0, 18, 10, 52
"d:\horizon\server\views\partials\home_head.ejs", "HTML", 0, 0, 34, 0, 0, 0, 0, 0, 32, 13, 79
"d:\horizon\server\views\partials\nav.ejs", "HTML", 0, 0, 86, 0, 0, 0, 0, 0, 15, 2, 103
"d:\horizon\server\views\partials\new_end.ejs", "HTML", 0, 0, 21, 0, 0, 0, 0, 0, 16, 10, 47
"d:\horizon\server\views\partials\new_head.ejs", "HTML", 0, 0, 47, 0, 0, 0, 0, 0, 22, 15, 84
"d:\horizon\server\views\partials\news_head.ejs", "HTML", 0, 0, 123, 0, 0, 0, 0, 0, 23, 28, 174
"d:\horizon\server\views\partials\product_end.ejs", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\horizon\server\views\partials\product_head.ejs", "HTML", 0, 0, 48, 0, 0, 0, 0, 0, 21, 15, 84
"d:\horizon\server\views\partials\temp.ejs", "HTML", 0, 0, 63, 0, 0, 0, 0, 0, 6, 0, 69
"d:\horizon\server\views\product.ejs", "HTML", 0, 0, 103, 0, 0, 0, 0, 0, 21, 12, 136
"Total", "-", 26414, 5082, 7220, 13, 9599, 135, 3834, 8, 2920, 3135, 58360
